Names,Psychometrics Score,Presentation Score,Date,Location
LANNI LAVIS,57.0,65.62,2019-09-26,Birmingham Academy
PENNIE CROOKSHANKS,56.0,53.12,2019-09-26,Birmingham Academy
BUIRON HOOFE,54.0,59.38,2019-09-26,Birmingham Academy
ANISSA KEIR,42.0,68.75,2019-09-26,Birmingham Academy
RAYSHELL BALFE,56.0,75.0,2019-09-26,Birmingham Academy
LUCINA BANASZEWSKI,50.0,59.38,2019-09-26,Birmingham Academy
SELIA TOOHEY,43.0,68.75,2019-09-26,Birmingham Academy
BELLA DURTNAL,55.0,68.75,2019-09-26,Birmingham Academy
BABARA VEAZEY,73.0,56.25,2019-09-26,Birmingham Academy
LILLY ANDREASEN,66.0,62.5,2019-09-26,Birmingham Academy
CHANCE FLEAY,52.0,56.25,2019-09-26,Birmingham Academy
ZEBADIAH ROLLINS,58.0,37.5,2019-09-26,Birmingham Academy
LESTER WEDDEBURN - SCRIMGEOUR,54.0,68.75,2019-09-26,Birmingham Academy
ZOLLIE DANKS,55.0,56.25,2019-09-26,Birmingham Academy
REEVA AMORT,54.0,78.12,2019-09-26,Birmingham Academy
JOURDAIN TRIPP,60.0,53.12,2019-09-26,Birmingham Academy
STEPHA WILLISON,61.0,75.0,2019-09-26,Birmingham Academy
HERMANN CUDDE,60.0,53.12,2019-09-26,Birmingham Academy
HERMINA BOAR,61.0,56.25,2019-09-26,Birmingham Academy
KELILA CUNAH,64.0,75.0,2019-09-26,Birmingham Academy
ERNY MOURANT,58.0,50.0,2019-09-26,Birmingham Academy
OREN MEDWELL,58.0,75.0,2019-09-26,Birmingham Academy
HURLEE GORI,49.0,50.0,2019-09-26,Birmingham Academy
MARCELA PASS,51.0,78.12,2019-08-27,London Academy
DARCEY MORDIN,61.0,46.88,2019-08-27,London Academy
KEANE GORRISSEN,51.0,37.5,2019-08-27,London Academy
OMAR RODRIGO,61.0,68.75,2019-08-27,London Academy
DALILA FAIRBURN,45.0,56.25,2019-08-27,London Academy
GRAYCE CINNAMOND,44.0,59.38,2019-08-27,London Academy
DIANDRA DYHOUSE,50.0,59.38,2019-08-27,London Academy
GUSTI HORROD,59.0,53.12,2019-08-27,London Academy
REG VANDENHOFF,51.0,46.88,2019-08-27,London Academy
JILLIE HOWLES,57.0,62.5,2019-08-27,London Academy
CAMILLA FRANCESCHELLI,46.0,78.12,2019-08-27,London Academy
ORALIA BARRAT,52.0,65.62,2019-08-27,London Academy
NORRI TEMBY,66.0,62.5,2019-08-27,London Academy
DODIE LASSELLS,65.0,56.25,2019-08-27,London Academy
ALDO BRADNUM,50.0,75.0,2019-08-27,London Academy
PIETREK BENNETT,48.0,59.38,2019-08-27,London Academy
CHANCEY CLIMER,59.0,59.38,2019-08-27,London Academy
JODY PAULE,49.0,59.38,2019-08-27,London Academy
VAUGHN WALLINGTON,52.0,81.25,2019-08-27,London Academy
KELLIA DAWTREY,47.0,62.5,2019-08-27,London Academy
SEAN OVISE,60.0,75.0,2019-08-27,London Academy
JIM DWERRYHOUSE,53.0,71.88,2019-08-27,London Academy
STACEY POE,46.0,62.5,2019-08-27,London Academy
MATTEO CORNEWELL,50.0,50.0,2019-08-27,London Academy
LINDA LUTO,52.0,37.5,2019-08-27,London Academy
MORGANA MCAW,51.0,71.88,2019-02-27,London Academy
EMMETT HYNSON,46.0,71.88,2019-02-27,London Academy
ADELBERT OAKWELL,50.0,62.5,2019-02-27,London Academy
HENRYETTA ALLWELL,60.0,53.12,2019-02-27,London Academy
RUFUS O'RUANE,47.0,65.62,2019-02-27,London Academy
GILLIE MCAULIFFE,57.0,53.12,2019-02-27,London Academy
TIMOTEO PACK,55.0,71.88,2019-02-27,London Academy
GLEN SPUNER,63.0,71.88,2019-02-27,London Academy
JAN HORROD,63.0,71.88,2019-02-27,London Academy
AGGI WILLETTS,50.0,68.75,2019-02-27,London Academy
BURTIE CLUBLEY,53.0,59.38,2019-02-27,London Academy
ERMENTRUDE LARROSA,56.0,56.25,2019-02-27,London Academy
MOE FINNIE,60.0,78.12,2019-02-27,London Academy
KIRSTEN GRAVELL,49.0,62.5,2019-02-27,London Academy
LYDIE BROADFIELD,58.0,46.88,2019-02-27,London Academy
KYLA CHADBURN,53.0,71.88,2019-02-27,London Academy
ASHLEY DEMPSEY,67.0,59.38,2019-02-27,London Academy
VERINE DARTER,63.0,56.25,2019-02-27,London Academy
ZANETA ROWBOTTOM,59.0,59.38,2019-02-27,London Academy
KENDAL TIMMENS,52.0,62.5,2019-02-27,London Academy
ILAIRE ORD,51.0,56.25,2019-02-27,London Academy
STANFIELD COLLISON,54.0,53.12,2019-02-27,London Academy
MARIANNE PIETRUSZKA,60.0,65.62,2019-02-27,London Academy
CARMEL RISHWORTH,56.0,62.5,2019-02-27,London Academy
JASPER MOEHLE,55.0,50.0,2019-02-27,London Academy
IDALINE GADEAUX,56.0,56.25,2019-02-27,London Academy
ADOLPH ANDREIA,56.0,71.88,2019-02-27,London Academy
RHODA DRINKELD,40.0,62.5,2019-02-27,London Academy
ROBBYN SHEARMUR,63.0,40.62,2019-02-27,London Academy
CORETTE GISLEBERT,54.0,71.88,2019-02-27,London Academy
INGELBERT CLENCH,57.0,59.38,2019-06-27,Birmingham Academy
OLWEN NIXON,34.0,53.12,2019-06-27,Birmingham Academy
AGUIE MORRAD,54.0,62.5,2019-06-27,Birmingham Academy
ALANAH MATFIN,52.0,78.12,2019-06-27,Birmingham Academy
DODIE MCGOWRAN,52.0,75.0,2019-06-27,Birmingham Academy
RAYSHELL LINCE,48.0,46.88,2019-06-27,Birmingham Academy
AURORA JIMSON,57.0,68.75,2019-06-27,Birmingham Academy
ZACHARIE BANN,57.0,59.38,2019-06-27,Birmingham Academy
SAVINA PHYTHIEN,65.0,62.5,2019-06-27,Birmingham Academy
GERLADINA GANNON,49.0,68.75,2019-06-27,Birmingham Academy
KACEY SMURTHWAITE,66.0,56.25,2019-06-27,Birmingham Academy
CALV SILVERMAN,48.0,81.25,2019-06-27,Birmingham Academy
KARNEY TALLBOY,48.0,65.62,2019-06-27,Birmingham Academy
TITUS DECHELLE,48.0,43.75,2019-06-27,Birmingham Academy
OSBOURNE WITHERDON,51.0,46.88,2019-06-27,Birmingham Academy
ROBENIA LANDOR,53.0,50.0,2019-06-27,Birmingham Academy
BARBETTE SORTON,58.0,46.88,2019-06-27,Birmingham Academy
CARI BRADLAUGH,53.0,59.38,2019-06-27,Birmingham Academy
TEODORO MCCHESNEY,47.0,81.25,2019-06-27,Birmingham Academy
BURGESS ORCHART,49.0,75.0,2019-06-27,Birmingham Academy
ROCKWELL GUTTERIDGE,54.0,65.62,2019-06-27,Birmingham Academy
DUNSTAN TERESSE,49.0,71.88,2019-06-27,Birmingham Academy
MISCHA OSGAR,52.0,40.62,2019-06-27,Birmingham Academy
DEAN DUCHANT,56.0,78.12,2019-06-27,Birmingham Academy
DERREK SCARCE,56.0,56.25,2019-06-27,Birmingham Academy
EIMILE SANPER,61.0,62.5,2019-06-27,Birmingham Academy
DULSEA WESTFALEN,69.0,68.75,2019-06-27,Birmingham Academy
CARLY ASSANDRI,62.0,71.88,2019-06-27,Birmingham Academy
TREMAIN BAROSCH,59.0,50.0,2019-06-27,Birmingham Academy
BELIA LOSSELJONG,52.0,75.0,2019-06-27,Birmingham Academy
FRANCISKUS LETHARDY,55.0,62.5,2019-03-27,London Academy
FRANKIE MABEE,55.0,68.75,2019-03-27,London Academy
FERDIE GLYNE,64.0,71.88,2019-03-27,London Academy
THAYNE SAINSBERRY,49.0,68.75,2019-03-27,London Academy
GASPARO OVERILL,68.0,71.88,2019-03-27,London Academy
DARB HEINSSEN,61.0,59.38,2019-03-27,London Academy
STEPHANI LIBBY,55.0,53.12,2019-03-27,London Academy
WHITNEY WOODGER,54.0,46.88,2019-03-27,London Academy
CLIFFORD HINKS,48.0,53.12,2019-03-27,London Academy
ROZAMOND WILTON,50.0,59.38,2019-03-27,London Academy
AUBERT CAWTHERAY,61.0,65.62,2019-03-27,London Academy
ELSA HALLGARTH,57.0,71.88,2019-03-27,London Academy
BERNETE FIDELE,49.0,68.75,2019-03-27,London Academy
WEB SEGRAVE,54.0,75.0,2019-03-27,London Academy
PHYLYS FLORY,65.0,59.38,2019-03-27,London Academy
KEELEY OSBURN,64.0,68.75,2019-03-27,London Academy
CHARO LORENT,57.0,56.25,2019-03-27,London Academy
STACEY DE VUYST,64.0,81.25,2019-03-27,London Academy
MYRLENE OLYFANT,51.0,71.88,2019-03-27,London Academy
ROZELE ZANICCHELLI,45.0,59.38,2019-03-27,London Academy
LOTTIE JANMAN,46.0,75.0,2019-03-27,London Academy
REGAN DYBALL,65.0,62.5,2019-03-27,London Academy
CYBIL MANDRAKE,50.0,59.38,2019-03-27,London Academy
ROZANNE BURHOUSE,56.0,65.62,2019-03-27,London Academy
AURIE LOBLE,49.0,71.88,2019-03-27,London Academy
MECHELLE LARKWORTHY,43.0,62.5,2019-11-27,London Academy
SAMANTHA LANPHERE,48.0,43.75,2019-11-27,London Academy
LINDSEY ANSTEY,50.0,71.88,2019-11-27,London Academy
WILLABELLA REDDINGS,47.0,68.75,2019-11-27,London Academy
MABEL WATTINS,61.0,68.75,2019-11-27,London Academy
BENTON CULLEN,54.0,53.12,2019-11-27,London Academy
TADD VALLERINE,55.0,37.5,2019-11-27,London Academy
CLAUDELLE VASNETSOV,52.0,59.38,2019-11-27,London Academy
KYLIE DALMON,43.0,81.25,2019-11-27,London Academy
KONSTANZE TRYNOR,56.0,65.62,2019-11-27,London Academy
WILL COSSUM,49.0,75.0,2019-11-27,London Academy
CONSUELO PENGELLEY,53.0,50.0,2019-11-27,London Academy
KORALLE BARTOCCI,59.0,59.38,2019-11-27,London Academy
ELBERT NIGHTINGALE,49.0,75.0,2019-11-27,London Academy
BIBBIE GOSFORD,59.0,71.88,2019-11-27,London Academy
PRISCELLA AKASTER,46.0,53.12,2019-11-27,London Academy
BIL PEARS,51.0,50.0,2019-11-27,London Academy
PATRICIO DYTER,62.0,68.75,2019-11-27,London Academy
MICHELE BRISTOWE,61.0,62.5,2019-11-27,London Academy
ROIS TAMES,46.0,68.75,2019-11-27,London Academy
CARRIE JACQUEMARD,43.0,68.75,2019-11-27,London Academy
JEDD INGGALL,65.0,75.0,2019-11-27,London Academy
JEANELLE BIESTY,45.0,71.88,2019-11-27,London Academy
AMALEA HARRELL,54.0,53.12,2019-11-27,London Academy
YALE LASHLEY,40.0,78.12,2019-11-27,London Academy
CLEMENTINE BRADICK,54.0,62.5,2019-11-27,London Academy
WOODMAN PIETRUSIAK,54.0,37.5,2019-11-27,London Academy
AINSLEY GOGERTY,66.0,59.38,2019-11-27,London Academy
ALASTAIR FILIPOWICZ,52.0,50.0,2019-11-27,London Academy
BRANDER VICENT,67.0,59.38,2019-11-27,London Academy
GENEVA BELDON,50.0,53.12,2019-11-27,London Academy
ADAMS LUX,55.0,62.5,2019-11-27,London Academy
CESARE BAYLAY,65.0,65.62,2019-11-27,London Academy
ROSMUNDA BRIMICOMBE,63.0,75.0,2019-11-27,London Academy
TATUM JEANNET,69.0,62.5,2019-11-27,London Academy
STEPHANNIE TICHNER,41.0,75.0,2019-11-27,London Academy
DARILL DRANE,61.0,56.25,2019-11-27,London Academy
SYDEL FENNE,61.0,59.38,2019-08-28,London Academy
FONZ AVELINE,57.0,43.75,2019-08-28,London Academy
EDGAR ANNESLEY,57.0,53.12,2019-08-28,London Academy
MOISE ZEALEY,57.0,40.62,2019-08-28,London Academy
ROBERTA FAULO,32.0,65.62,2019-08-28,London Academy
QUINTA COWDRAY,65.0,68.75,2019-08-28,London Academy
VICKI QUARTERMAN,46.0,65.62,2019-08-28,London Academy
FAYRE HELD,48.0,65.62,2019-08-28,London Academy
FANNI POLHILL,52.0,56.25,2019-08-28,London Academy
ALICIA HRUSKA,51.0,46.88,2019-08-28,London Academy
CLAUDIO O'HENEGHAN,38.0,59.38,2019-08-28,London Academy
BERKY BAILEY,51.0,68.75,2019-08-28,London Academy
HARRIETT SAFFIN,58.0,50.0,2019-08-28,London Academy
POOH CHRISTY,60.0,81.25,2019-08-28,London Academy
ALLINA GRELKA,55.0,56.25,2019-08-28,London Academy
ROZALIN SUMMERSCALES,64.0,81.25,2019-08-28,London Academy
CARCE CAPEL,58.0,62.5,2019-08-28,London Academy
CORREY CLEMONT,51.0,46.88,2019-08-28,London Academy
BRITT SUMMERGILL,52.0,78.12,2019-08-28,London Academy
KINGSLEY HARDAKER,55.0,46.88,2019-08-28,London Academy
SELIA ANNELL,33.0,59.38,2019-08-28,London Academy
SHARITY HAWKSWELL,43.0,75.0,2019-08-28,London Academy
PARNELL WEDDUP,48.0,71.88,2019-08-28,London Academy
JOHANNAH HOLWELL,47.0,78.12,2019-08-28,London Academy
BO FARGIE,56.0,59.38,2019-08-28,London Academy
PAULY GILLBEE,51.0,62.5,2019-08-28,London Academy
SAUNDRA FUZZENS,57.0,56.25,2019-08-28,London Academy
VACHEL MC MEEKIN,54.0,62.5,2019-02-28,Birmingham Academy
IAN GIORGIETTO,53.0,71.88,2019-02-28,Birmingham Academy
ARLANA COWL,45.0,68.75,2019-02-28,Birmingham Academy
ELANE TROLLOPE,45.0,78.12,2019-02-28,Birmingham Academy
HERB GILARDI,48.0,59.38,2019-02-28,Birmingham Academy
IRWIN SCOURGE,38.0,75.0,2019-02-28,Birmingham Academy
CROSBY ELIASSON,67.0,71.88,2019-02-28,Birmingham Academy
KIMBERLEY MCGEOUCH,64.0,56.25,2019-02-28,Birmingham Academy
GASPARD DUNN,59.0,65.62,2019-02-28,Birmingham Academy
RICI WILLINGALE,57.0,78.12,2019-02-28,Birmingham Academy
AUGUSTE ARMSTEAD,55.0,53.12,2019-02-28,Birmingham Academy
KERBY TRANFIELD,61.0,68.75,2019-02-28,Birmingham Academy
JEROMY GAUNTLEY,72.0,68.75,2019-02-28,Birmingham Academy
JACOB ESLEY,62.0,68.75,2019-02-28,Birmingham Academy
KATLEEN SIDDON,50.0,50.0,2019-02-28,Birmingham Academy
ROSMUNDA DIONISETTI,54.0,75.0,2019-02-28,Birmingham Academy
LULA TITLEY,47.0,56.25,2019-02-28,Birmingham Academy
ELINORE BEVIS,51.0,75.0,2019-02-28,Birmingham Academy
RAE DALLAGHAN,49.0,65.62,2019-02-28,Birmingham Academy
CASAR BROSEMAN,64.0,71.88,2019-02-28,Birmingham Academy
THORPE PETTETT,50.0,56.25,2019-02-28,Birmingham Academy
ADIANA ALMEY,58.0,65.62,2019-02-28,Birmingham Academy
JDAVIE BOOLS,49.0,75.0,2019-02-28,Birmingham Academy
ALMIRE DWYER,48.0,65.62,2019-02-28,Birmingham Academy
ALICK PADKIN,57.0,81.25,2019-02-28,Birmingham Academy
THOMASA MARLOR,43.0,68.75,2019-03-28,Birmingham Academy
CORDEY RIGARDEAU,62.0,65.62,2019-03-28,Birmingham Academy
ROMEO ROACHE,57.0,71.88,2019-03-28,Birmingham Academy
BUNNI LOCARD,54.0,56.25,2019-03-28,Birmingham Academy
ALAN HEALD,59.0,65.62,2019-03-28,Birmingham Academy
ROZE SOMERBELL,62.0,75.0,2019-03-28,Birmingham Academy
EZEQUIEL GUTCH,52.0,59.38,2019-03-28,Birmingham Academy
CHANCEY MOREY,51.0,68.75,2019-03-28,Birmingham Academy
LEONHARD FILKIN,57.0,65.62,2019-03-28,Birmingham Academy
NADA NIESE,58.0,53.12,2019-03-28,Birmingham Academy
ISAHELLA HADDLESTON,54.0,81.25,2019-03-28,Birmingham Academy
MERRY WALKOWSKI,49.0,53.12,2019-03-28,Birmingham Academy
ERNIE PROSCHEK,62.0,78.12,2019-03-28,Birmingham Academy
OPAL MACKINDER,55.0,37.5,2019-03-28,Birmingham Academy
ALEECE ADDICOTT,60.0,56.25,2019-03-28,Birmingham Academy
CARY EDWICKE,69.0,75.0,2019-03-28,Birmingham Academy
ANSON STREAK,44.0,59.38,2019-03-28,Birmingham Academy
DURANT DELL 'ORTO,54.0,50.0,2019-03-28,Birmingham Academy
FABIAN DUNNET,43.0,71.88,2019-03-28,Birmingham Academy
CARLY ROGGE,62.0,75.0,2019-03-28,Birmingham Academy
MAME KNEAPHSEY,53.0,75.0,2019-03-28,Birmingham Academy
GLENN COAKER,59.0,62.5,2019-03-28,Birmingham Academy
YANCE GRENFELL,52.0,46.88,2019-03-28,Birmingham Academy
DAR LANG,37.0,71.88,2019-03-28,Birmingham Academy
OFELIA CROW,51.0,65.62,2019-03-28,Birmingham Academy
HARTWELL CANDWELL,60.0,59.38,2019-05-28,London Academy
ERMINA MITCHALL,54.0,40.62,2019-05-28,London Academy
HUMFRID STRAFEN,45.0,65.62,2019-05-28,London Academy
GRANGER CARAYOL,51.0,68.75,2019-05-28,London Academy
FINLAY LEPICK,41.0,62.5,2019-05-28,London Academy
SAMMIE GOBY,49.0,62.5,2019-05-28,London Academy
FERDINANDE PAULINO,49.0,43.75,2019-05-28,London Academy
EMANUELE EPTON,49.0,65.62,2019-05-28,London Academy
HERMIONE TOMSETT,41.0,40.62,2019-05-28,London Academy
IGNACIUS PLEASAUNCE,55.0,53.12,2019-05-28,London Academy
GAV RANTOUL,50.0,40.62,2019-05-28,London Academy
SLOANE PHILBROOK,66.0,59.38,2019-05-28,London Academy
LEE MCILMOROW,55.0,62.5,2019-05-28,London Academy
JIM JOINT,53.0,56.25,2019-05-28,London Academy
BRITTNEY REIMER,51.0,84.38,2019-05-28,London Academy
ALEX BORKETT,46.0,68.75,2019-05-28,London Academy
JEROMY FOMICHKIN,55.0,65.62,2019-05-28,London Academy
GARVY DINSDALE,51.0,75.0,2019-11-28,Birmingham Academy
AUBE BENKHE,49.0,59.38,2019-11-28,Birmingham Academy
FIN LUNG,52.0,65.62,2019-11-28,Birmingham Academy
SHANDIE MUIR,52.0,65.62,2019-11-28,Birmingham Academy
LATASHIA BRAMPTON,48.0,65.62,2019-11-28,Birmingham Academy
LIB HALLIBURTON,54.0,62.5,2019-11-28,Birmingham Academy
DONALT PINKSTONE,58.0,65.62,2019-11-28,Birmingham Academy
RAFAELIA COWE,58.0,68.75,2019-11-28,Birmingham Academy
TUCKIE POSTGATE,54.0,50.0,2019-11-28,Birmingham Academy
HORATIA TRESISE,52.0,50.0,2019-11-28,Birmingham Academy
KRISTOFER TRUNDLE,45.0,65.62,2019-11-28,Birmingham Academy
CHERRITA WINGATE,59.0,53.12,2019-11-28,Birmingham Academy
CELISSE MERIGUET,48.0,65.62,2019-11-28,Birmingham Academy
ROBINETT MCPHATE,56.0,68.75,2019-11-28,Birmingham Academy
FRAYDA CRICKMOOR,59.0,71.88,2019-11-28,Birmingham Academy
SUZANNA DUNSTALL,59.0,50.0,2019-11-28,Birmingham Academy
COURTNEY RAYNHAM,40.0,84.38,2019-11-28,Birmingham Academy
JACENTA COUCHE,49.0,71.88,2019-11-28,Birmingham Academy
LANNY WILLINGHAM,52.0,50.0,2019-11-28,Birmingham Academy
MARJA MORFIELD,68.0,62.5,2019-11-28,Birmingham Academy
HANNAH MESSUM,56.0,65.62,2019-08-29,Birmingham Academy
KERMY CAVES,51.0,65.62,2019-08-29,Birmingham Academy
MAURICE YAKHIN,63.0,68.75,2019-08-29,Birmingham Academy
JAE RENNOLDS,58.0,46.88,2019-08-29,Birmingham Academy
LINDSEY GERWOOD,56.0,56.25,2019-08-29,Birmingham Academy
DYLAN LLEWELLEN,62.0,50.0,2019-08-29,Birmingham Academy
BERRY FREED,67.0,46.88,2019-08-29,Birmingham Academy
FRAZIER BAYSTON,52.0,46.88,2019-08-29,Birmingham Academy
ORALLE BRUNONE,37.0,59.38,2019-08-29,Birmingham Academy
JOELIE ELFITT,56.0,56.25,2019-08-29,Birmingham Academy
LAZARUS HOOKE,62.0,68.75,2019-08-29,Birmingham Academy
WINONA RUBINOWITZ,70.0,71.88,2019-08-29,Birmingham Academy
APPOLONIA JOVIS,51.0,68.75,2019-08-29,Birmingham Academy
WILLI TAGG,48.0,65.62,2019-08-29,Birmingham Academy
TRIS LANDREAN,58.0,75.0,2019-08-29,Birmingham Academy
MEAD STOLTING,56.0,75.0,2019-08-29,Birmingham Academy
CHERE SIDDENS,57.0,71.88,2019-08-29,Birmingham Academy
QUERIDA ANTONACCI,65.0,81.25,2019-08-29,Birmingham Academy
NIL STEWART,43.0,65.62,2019-08-29,Birmingham Academy
PETRONILLE DOUGHARTY,64.0,62.5,2019-08-29,Birmingham Academy
GENA HUMBLES,58.0,50.0,2019-08-29,Birmingham Academy
DONIELLE GODBALL,46.0,68.75,2019-08-29,Birmingham Academy
KAIN LOWNE,73.0,68.75,2019-08-29,Birmingham Academy
CHRISTINE SCALERA,49.0,65.62,2019-08-29,Birmingham Academy
GENEVA WINSCOMB,54.0,37.5,2019-08-29,Birmingham Academy
RANDAL TILLIARD,43.0,78.12,2019-08-29,Birmingham Academy
DIDI STRONOUGH,50.0,50.0,2019-08-29,Birmingham Academy
GILBERT GULC,45.0,59.38,2019-08-29,Birmingham Academy
CLIM LOVIE,55.0,68.75,2019-08-29,Birmingham Academy
FERREL LISSANDRINI,65.0,53.12,2019-08-29,Birmingham Academy
JUNIA COLLINS,57.0,56.25,2019-08-29,Birmingham Academy
JULE CORKE,59.0,56.25,2019-08-29,Birmingham Academy
SKIPPY WORRELL,58.0,78.12,2019-01-29,London Academy
ALLYN NAZAIR,54.0,68.75,2019-01-29,London Academy
CLY GREATREX,60.0,56.25,2019-01-29,London Academy
CASSIUS WHATLING,68.0,56.25,2019-01-29,London Academy
SALVIDOR DALRYMPLE,51.0,75.0,2019-01-29,London Academy
RALF HEINTZE,48.0,50.0,2019-01-29,London Academy
SILEAS GOLSON,65.0,50.0,2019-01-29,London Academy
CAREN STERTE,56.0,59.38,2019-01-29,London Academy
LUCITA PETTMAN,50.0,62.5,2019-01-29,London Academy
ADRIANNA LYDDIARD,53.0,65.62,2019-01-29,London Academy
NOAH PETRICEK,61.0,68.75,2019-01-29,London Academy
HALLI PURCELL,66.0,53.12,2019-01-29,London Academy
ALEXANDRO GUYAN,59.0,59.38,2019-01-29,London Academy
GARDIE DAMSELL,64.0,65.62,2019-01-29,London Academy
SULLY RECHERT,60.0,68.75,2019-01-29,London Academy
RICCARDO OADE,62.0,59.38,2019-01-29,London Academy
CAREY SEVERN,61.0,53.12,2019-01-29,London Academy
SALOMON COSTELLOW,53.0,84.38,2019-01-29,London Academy
KALLI MCGARRIE,65.0,71.88,2019-01-29,London Academy
SELIA DIEM,47.0,56.25,2019-05-29,London Academy
LAUREL EBBERS,54.0,50.0,2019-05-29,London Academy
ARDYS RUPPELE,63.0,62.5,2019-05-29,London Academy
FLORINA SUDLOW,64.0,75.0,2019-05-29,London Academy
ETTA WHITEMARSH,46.0,78.12,2019-05-29,London Academy
LIANE LORENTE,52.0,59.38,2019-05-29,London Academy
DARBEE GOSLIN,52.0,84.38,2019-05-29,London Academy
ORLY EAKLE,46.0,68.75,2019-05-29,London Academy
ADLAI GAHAGAN,54.0,90.62,2019-05-29,London Academy
BLAYNE JENNE,63.0,65.62,2019-05-29,London Academy
PANSY TRANCKLE,50.0,53.12,2019-05-29,London Academy
TANIA LEMME,49.0,53.12,2019-05-29,London Academy
YUMA HENRION,56.0,78.12,2019-05-29,London Academy
EDI JIGGINS,47.0,53.12,2019-05-29,London Academy
FAY BEAUTYMAN,61.0,53.12,2019-05-29,London Academy
SOSANNA RAWLINGS,51.0,68.75,2019-05-29,London Academy
SYDEL TILNE,65.0,53.12,2019-05-29,London Academy
DIANNA BREWETT,55.0,62.5,2019-05-29,London Academy
ROBBY ARIAS,50.0,71.88,2019-05-29,London Academy
SANDOR ATACK,50.0,56.25,2019-05-29,London Academy
WANIDS GLIDDER,61.0,56.25,2019-05-29,London Academy
WILLETTE JOWLE,49.0,65.62,2019-05-29,London Academy
RIK JURICK,68.0,71.88,2019-05-29,London Academy
CORREY MOULDS,50.0,59.38,2019-05-29,London Academy
HEDWIG ALBUTT,59.0,68.75,2019-05-29,London Academy
DALIS GAMBLES,57.0,75.0,2019-05-29,London Academy
SYDNEY PIGOT,54.0,46.88,2019-05-29,London Academy
DONALT KINCEY,53.0,56.25,2019-05-29,London Academy
HASKEL OLDROYDE,51.0,59.38,2019-05-29,London Academy
SUKEY BENEDICTO,60.0,68.75,2019-10-29,London Academy
ADLAI FERNS,50.0,65.62,2019-10-29,London Academy
FERDINAND ADLARD,66.0,40.62,2019-10-29,London Academy
AUGUSTA GILFOY,59.0,53.12,2019-10-29,London Academy
GLEDA GIACOMOZZO,53.0,43.75,2019-10-29,London Academy
TAMI STUDDAL,52.0,71.88,2019-10-29,London Academy
HENDRIKA MACLEOD,55.0,53.12,2019-10-29,London Academy
STEPHI DUCKERING,54.0,59.38,2019-10-29,London Academy
ALICIA TIMMIS,45.0,81.25,2019-10-29,London Academy
DE WITT O'DOWD,46.0,65.62,2019-10-29,London Academy
VAUGHAN BORCHARDT,61.0,59.38,2019-10-29,London Academy
REG VANSHIN,41.0,65.62,2019-10-29,London Academy
ASHLEY WOODVINE,57.0,65.62,2019-10-29,London Academy
DEMETRA DARMODY,59.0,75.0,2019-10-29,London Academy
EMALIA NAILE,59.0,71.88,2019-10-29,London Academy
GISELA ANDREA,54.0,46.88,2019-10-29,London Academy
ROBBIE VIZOR,53.0,46.88,2019-10-29,London Academy
OTHA KIMM,56.0,71.88,2019-10-29,London Academy
CHICO HEADLEY,54.0,71.88,2019-10-29,London Academy
LORRIN TREMBLOT,54.0,46.88,2019-10-29,London Academy
JOHANNA INOLD,52.0,59.38,2019-04-03,London Academy
BABETTE MCGLOUGHLIN,52.0,59.38,2019-04-03,London Academy
ORION DINES,51.0,59.38,2019-04-03,London Academy
GAYLA BOWNAS,60.0,56.25,2019-04-03,London Academy
WILLOW KARP,54.0,53.12,2019-04-03,London Academy
ALANNA FRANE,59.0,59.38,2019-04-03,London Academy
CHELSEA MILLWARD,63.0,78.12,2019-04-03,London Academy
STEFAN GERSAM,53.0,62.5,2019-04-03,London Academy
CARLINE ZUKER,55.0,71.88,2019-04-03,London Academy
DERMOT LAMBOURNE,50.0,40.62,2019-04-03,London Academy
EMMEY WADFORTH,54.0,62.5,2019-04-03,London Academy
REA LINDWASSER,48.0,78.12,2019-04-03,London Academy
TABBY HENRYCH,59.0,53.12,2019-04-03,London Academy
KALLE WAINE,55.0,59.38,2019-04-03,London Academy
ABEU BOURCQ,60.0,50.0,2019-04-03,London Academy
STELLA ULSTER,65.0,81.25,2019-04-03,London Academy
SAYER WEEDON,57.0,62.5,2019-04-03,London Academy
JOYCE TURBITT,55.0,71.88,2019-04-03,London Academy
CINDERELLA CHEDZOY,61.0,71.88,2019-04-03,London Academy
ROCHELL RESTON,60.0,62.5,2019-04-03,London Academy
ERIK GERVAISE,53.0,46.88,2019-04-03,London Academy
SERGEI KENRICK,47.0,68.75,2019-04-03,London Academy
SUSETTE TREGUNNAH,54.0,62.5,2019-04-03,London Academy
BARRY BASSETT,44.0,75.0,2019-04-03,London Academy
BRION GRISHECHKIN,50.0,56.25,2019-04-03,London Academy
GUNTER CATTO,49.0,71.88,2019-04-03,London Academy
SHIRL BOULD,52.0,56.25,2019-04-03,London Academy
ROCKEY PIETESCH,59.0,43.75,2019-04-03,London Academy
KRISTIN MUNSON,49.0,62.5,2019-04-03,London Academy
DORTHEA SHAXBY,59.0,37.5,2019-12-03,London Academy
RINGO GOOSEY,51.0,75.0,2019-12-03,London Academy
ALI BONDS,55.0,65.62,2019-12-03,London Academy
SAREE LANGSTON,38.0,59.38,2019-12-03,London Academy
BARTON MOAR,55.0,75.0,2019-12-03,London Academy
WALDON DAVIDOWSKY,48.0,78.12,2019-12-03,London Academy
ANN-MARIE PEDDOWE,57.0,37.5,2019-12-03,London Academy
