,name,psychometrics_score,presentation_score,date,location
22,Malcolm Whittier,59.0,78.12,2019-09-25,London Academy
23,Gun Burkitt,57.0,68.75,2019-09-25,London Academy
24,Payton Turbard,58.0,81.25,2019-09-25,London Academy
25,Nealon Tompkiss,66.0,71.88,2019-09-25,London Academy
26,Cristal Prendergast,41.0,43.75,2019-09-25,London Academy
27,Neel Campana,50.0,65.62,2019-09-25,London Academy
28,Briana Shorter,60.0,59.38,2019-09-25,London Academy
29,Clyve Bowe,49.0,81.25,2019-09-25,London Academy
30,Rip Jordeson,55.0,43.75,2019-09-25,London Academy
0,Frasier Greedyer,51.0,56.25,2019-02-26,London Academy
1,Reese Proswell,53.0,68.75,2019-02-26,London Academy
2,Kimmi Bodell,50.0,62.5,2019-02-26,London Academy
3,Mart Greser,61.0,50.0,2019-02-26,London Academy
4,Audrye Tobias,54.0,62.5,2019-02-26,London Academy
5,Debby Mcglynn,57.0,53.12,2019-02-26,London Academy
6,Yvette Hammerberg,49.0,56.25,2019-02-26,London Academy
7,Artemas Towse,48.0,84.38,2019-02-26,London Academy
8,Georg Battman,60.0,75.0,2019-02-26,London Academy
9,Willis Dedney,41.0,71.88,2019-02-26,London Academy
10,Loraine Colville,54.0,75.0,2019-02-26,London Academy
11,Terry Macvanamy,60.0,87.5,2019-02-26,London Academy
12,Sheridan Angeau,53.0,65.62,2019-02-26,London Academy
13,Hermann Caser,60.0,56.25,2019-02-26,London Academy
14,Sammy Gowrie,61.0,53.12,2019-02-26,London Academy
15,Ali Shegog,55.0,62.5,2019-02-26,London Academy
16,Bryanty Zamorrano,47.0,75.0,2019-02-26,London Academy
17,Howard Shipperbottom,69.0,68.75,2019-02-26,London Academy
18,Marmaduke Bratch,50.0,53.12,2019-02-26,London Academy
19,Weston Bakes,55.0,68.75,2019-02-26,London Academy
20,Ealasaid Badcock,63.0,62.5,2019-02-26,London Academy
21,Edin Elie,50.0,62.5,2019-02-26,London Academy
22,Suellen Downgate,45.0,68.75,2019-02-26,London Academy
23,Marika Massard,54.0,56.25,2019-02-26,London Academy
24,Gal Wallwood,59.0,59.38,2019-02-26,London Academy
25,Maggy O'Cleary,53.0,46.88,2019-02-26,London Academy
26,Bobbye Hains,51.0,75.0,2019-02-26,London Academy
27,Jard Antonowicz,52.0,62.5,2019-02-26,London Academy
28,Norah Bowen,65.0,46.88,2019-02-26,London Academy
0,Simmonds Castledine,47.0,75.0,2019-06-26,London Academy
1,Jan Manilo,60.0,56.25,2019-06-26,London Academy
2,Kathy Meeking,52.0,75.0,2019-06-26,London Academy
3,Annamaria Redhole,55.0,59.38,2019-06-26,London Academy
4,Simonne Reggler,42.0,65.62,2019-06-26,London Academy
5,Bridie Tosh,61.0,28.12,2019-06-26,London Academy
6,Katherina Bowton,60.0,62.5,2019-06-26,London Academy
7,Kim Bester,62.0,68.75,2019-06-26,London Academy
8,Cherrita Allchorne,53.0,50.0,2019-06-26,London Academy
9,Rosalinda Frizzell,50.0,59.38,2019-06-26,London Academy
10,Brian Geard,56.0,31.25,2019-06-26,London Academy
11,Claire Reville,46.0,56.25,2019-06-26,London Academy
12,Briant Pope,53.0,68.75,2019-06-26,London Academy
13,Eamon Falls,56.0,43.75,2019-06-26,London Academy
14,Siegfried Gerleit,45.0,56.25,2019-06-26,London Academy
15,Lea Normington,59.0,62.5,2019-06-26,London Academy
16,Charleen Feldberger,56.0,43.75,2019-06-26,London Academy
17,Wilona Crean,59.0,65.62,2019-06-26,London Academy
18,Carlynne Keal,52.0,75.0,2019-06-26,London Academy
19,Bax Sweetman,50.0,75.0,2019-06-26,London Academy
20,Jamima Sturgess,58.0,71.88,2019-06-26,London Academy
21,Eddy Smuth,48.0,68.75,2019-06-26,London Academy
22,Jeannette Willans,63.0,65.62,2019-06-26,London Academy
23,Tirrell Tabart,52.0,71.88,2019-06-26,London Academy
24,Roland Skeene,57.0,53.12,2019-06-26,London Academy
25,Abram Sueter,68.0,59.38,2019-06-26,London Academy
26,Bab Durnan,47.0,53.12,2019-06-26,London Academy
27,Cordie Bolduc,55.0,68.75,2019-06-26,London Academy
28,Fremont Vicary,59.0,78.12,2019-06-26,London Academy
29,Clio Lafflina,61.0,78.12,2019-06-26,London Academy
30,Balduin Gudgion,39.0,59.38,2019-06-26,London Academy
31,Ervin Acosta,59.0,62.5,2019-06-26,London Academy
32,Aguie Prati,61.0,59.38,2019-06-26,London Academy
33,Ceil Suerz,48.0,71.88,2019-06-26,London Academy
34,Kendra Twort,57.0,65.62,2019-06-26,London Academy
35,Dexter Clucas,50.0,37.5,2019-06-26,London Academy
36,Samson Mosen,54.0,56.25,2019-06-26,London Academy
37,Myrtle Satterly,67.0,40.62,2019-06-26,London Academy
0,Abbe Hanny,60.0,71.88,2019-03-26,London Academy
1,Anica Vallis,62.0,75.0,2019-03-26,London Academy
2,Quinton Kuhnt,56.0,53.12,2019-03-26,London Academy
3,Gavin Sides,62.0,75.0,2019-03-26,London Academy
4,Cyrill Wilkison,52.0,65.62,2019-03-26,London Academy
5,Teodoor Fleay,68.0,78.12,2019-03-26,London Academy
6,Kassia Wynch,61.0,68.75,2019-03-26,London Academy
7,Marcy Rout,47.0,62.5,2019-03-26,London Academy
8,Brion Clappson,44.0,59.38,2019-03-26,London Academy
9,Almire Vautrey,59.0,53.12,2019-03-26,London Academy
10,Rudy Davidde,56.0,71.88,2019-03-26,London Academy
11,Forbes Follos,51.0,34.38,2019-03-26,London Academy
12,Jacenta Antonowicz,57.0,43.75,2019-03-26,London Academy
13,Raul Airlie,63.0,71.88,2019-03-26,London Academy
14,Cleve Craigs,62.0,65.62,2019-03-26,London Academy
15,Jeri Borges,48.0,53.12,2019-03-26,London Academy
16,Rubia Harnott,43.0,81.25,2019-03-26,London Academy
17,Aili Haggidon,47.0,59.38,2019-03-26,London Academy
18,Salaidh Jumont,65.0,37.5,2019-03-26,London Academy
19,Jill Pawelec,56.0,46.88,2019-03-26,London Academy
20,Olenolin Wressell,62.0,68.75,2019-03-26,London Academy
21,Althea Kopelman,54.0,78.12,2019-03-26,London Academy
22,Dre Southerton,50.0,50.0,2019-03-26,London Academy
23,Neal Ginglell,65.0,65.62,2019-03-26,London Academy
24,Emily Yon,51.0,71.88,2019-03-26,London Academy
25,Sigmund Carnihan,44.0,68.75,2019-03-26,London Academy
26,Ashlie Siveter,57.0,56.25,2019-03-26,London Academy
27,Maxwell Fadell,61.0,50.0,2019-03-26,London Academy
28,Hobart Caldeyroux,62.0,62.5,2019-03-26,London Academy
0,Serge De Leek,52.0,62.5,2019-11-26,London Academy
1,Sharron Starling,54.0,56.25,2019-11-26,London Academy
2,Charla Rillett,49.0,90.62,2019-11-26,London Academy
3,Maegan Chadd,60.0,71.88,2019-11-26,London Academy
4,Ulrick Swane,61.0,81.25,2019-11-26,London Academy
5,Giff Dukes,71.0,68.75,2019-11-26,London Academy
6,Cinnamon Rowe,42.0,65.62,2019-11-26,London Academy
7,Kanya Jobling,58.0,53.12,2019-11-26,London Academy
8,Maitilde Blabey,69.0,68.75,2019-11-26,London Academy
9,Vivianne Folliss,52.0,59.38,2019-11-26,London Academy
10,Emyle Byrth,50.0,53.12,2019-11-26,London Academy
11,Orton Vermer,59.0,78.12,2019-11-26,London Academy
12,Jerrylee De Cruz,60.0,75.0,2019-11-26,London Academy
13,Brittaney Roskruge,57.0,71.88,2019-11-26,London Academy
14,Skelly Glewe,36.0,34.38,2019-11-26,London Academy
15,Gar Sill,59.0,50.0,2019-11-26,London Academy
16,Jessalyn Prewett,64.0,62.5,2019-11-26,London Academy
17,Olga Pykett,56.0,50.0,2019-11-26,London Academy
18,Milton Piers,53.0,65.62,2019-11-26,London Academy
19,Robina Maccostye,50.0,71.88,2019-11-26,London Academy
20,Giacopo Kyndred,61.0,46.88,2019-11-26,London Academy
21,Luther Aimeric,54.0,59.38,2019-11-26,London Academy
22,Carlie Huck,48.0,46.88,2019-11-26,London Academy
23,Clari Fredson,46.0,62.5,2019-11-26,London Academy
24,Paulette Lundbeck,72.0,53.12,2019-11-26,London Academy
0,Eli Burnsides,44.0,50.0,2019-09-26,Birmingham Academy
1,Vinson Trappe,52.0,65.62,2019-09-26,Birmingham Academy
2,Ruperta Illesley,54.0,62.5,2019-09-26,Birmingham Academy
3,Cecilio Woffenden,62.0,37.5,2019-09-26,Birmingham Academy
4,Huntlee Newick,53.0,31.25,2019-09-26,Birmingham Academy
5,Fifi Kingsly,50.0,81.25,2019-09-26,Birmingham Academy
6,Arleyne Witch,59.0,62.5,2019-09-26,Birmingham Academy
7,Lanni Lavis,57.0,65.62,2019-09-26,Birmingham Academy
8,Pennie Crookshanks,56.0,53.12,2019-09-26,Birmingham Academy
9,Buiron Hoofe,54.0,59.38,2019-09-26,Birmingham Academy
10,Anissa Keir,42.0,68.75,2019-09-26,Birmingham Academy
11,Rayshell Balfe,56.0,75.0,2019-09-26,Birmingham Academy
12,Lucina Banaszewski,50.0,59.38,2019-09-26,Birmingham Academy
13,Selia Toohey,43.0,68.75,2019-09-26,Birmingham Academy
14,Bella Durtnal,55.0,68.75,2019-09-26,Birmingham Academy
15,Babara Veazey,73.0,56.25,2019-09-26,Birmingham Academy
16,Lilly Andreasen,66.0,62.5,2019-09-26,Birmingham Academy
17,Chance Fleay,52.0,56.25,2019-09-26,Birmingham Academy
18,Zebadiah Rollins,58.0,37.5,2019-09-26,Birmingham Academy
19,Lester Weddeburn - Scrimgeour,54.0,68.75,2019-09-26,Birmingham Academy
20,Zollie Danks,55.0,56.25,2019-09-26,Birmingham Academy
21,Reeva Amort,54.0,78.12,2019-09-26,Birmingham Academy
22,Jourdain Tripp,60.0,53.12,2019-09-26,Birmingham Academy
23,Stepha Willison,61.0,75.0,2019-09-26,Birmingham Academy
24,Hermann Cudde,60.0,53.12,2019-09-26,Birmingham Academy
25,Hermina Boar,61.0,56.25,2019-09-26,Birmingham Academy
26,Kelila Cunah,64.0,75.0,2019-09-26,Birmingham Academy
27,Erny Mourant,58.0,50.0,2019-09-26,Birmingham Academy
28,Oren Medwell,58.0,75.0,2019-09-26,Birmingham Academy
29,Hurlee Gori,49.0,50.0,2019-09-26,Birmingham Academy
30,Clyve Gillhespy,59.0,75.0,2019-09-26,Birmingham Academy
0,Marcela Pass,51.0,78.12,2019-08-27,London Academy
1,Darcey Mordin,61.0,46.88,2019-08-27,London Academy
2,Keane Gorrissen,51.0,37.5,2019-08-27,London Academy
3,Omar Rodrigo,61.0,68.75,2019-08-27,London Academy
4,Dalila Fairburn,45.0,56.25,2019-08-27,London Academy
5,Grayce Cinnamond,44.0,59.38,2019-08-27,London Academy
6,Diandra Dyhouse,50.0,59.38,2019-08-27,London Academy
7,Gusti Horrod,59.0,53.12,2019-08-27,London Academy
8,Reg Vandenhoff,51.0,46.88,2019-08-27,London Academy
9,Jillie Howles,57.0,62.5,2019-08-27,London Academy
10,Camilla Franceschelli,46.0,78.12,2019-08-27,London Academy
11,Oralia Barrat,52.0,65.62,2019-08-27,London Academy
12,Norri Temby,66.0,62.5,2019-08-27,London Academy
13,Dodie Lassells,65.0,56.25,2019-08-27,London Academy
14,Aldo Bradnum,50.0,75.0,2019-08-27,London Academy
15,Pietrek Bennett,48.0,59.38,2019-08-27,London Academy
16,Chancey Climer,59.0,59.38,2019-08-27,London Academy
17,Jody Paule,49.0,59.38,2019-08-27,London Academy
18,Vaughn Wallington,52.0,81.25,2019-08-27,London Academy
19,Kellia Dawtrey,47.0,62.5,2019-08-27,London Academy
20,Sean Ovise,60.0,75.0,2019-08-27,London Academy
21,Jim Dwerryhouse,53.0,71.88,2019-08-27,London Academy
22,Stacey Poe,46.0,62.5,2019-08-27,London Academy
23,Matteo Cornewell,50.0,50.0,2019-08-27,London Academy
24,Linda Luto,52.0,37.5,2019-08-27,London Academy
25,Rhody Cushion,60.0,59.38,2019-08-27,London Academy
0,Morgana Mcaw,51.0,71.88,2019-02-27,London Academy
1,Emmett Hynson,46.0,71.88,2019-02-27,London Academy
2,Adelbert Oakwell,50.0,62.5,2019-02-27,London Academy
3,Henryetta Allwell,60.0,53.12,2019-02-27,London Academy
4,Rufus O'Ruane,47.0,65.62,2019-02-27,London Academy
5,Gillie Mcauliffe,57.0,53.12,2019-02-27,London Academy
6,Timoteo Pack,55.0,71.88,2019-02-27,London Academy
7,Glen Spuner,63.0,71.88,2019-02-27,London Academy
8,Jan Horrod,63.0,71.88,2019-02-27,London Academy
9,Aggi Willetts,50.0,68.75,2019-02-27,London Academy
10,Burtie Clubley,53.0,59.38,2019-02-27,London Academy
11,Ermentrude Larrosa,56.0,56.25,2019-02-27,London Academy
12,Moe Finnie,60.0,78.12,2019-02-27,London Academy
13,Kirsten Gravell,49.0,62.5,2019-02-27,London Academy
14,Lydie Broadfield,58.0,46.88,2019-02-27,London Academy
15,Kyla Chadburn,53.0,71.88,2019-02-27,London Academy
16,Ashley Dempsey,67.0,59.38,2019-02-27,London Academy
17,Verine Darter,63.0,56.25,2019-02-27,London Academy
18,Zaneta Rowbottom,59.0,59.38,2019-02-27,London Academy
19,Kendal Timmens,52.0,62.5,2019-02-27,London Academy
20,Ilaire Ord,51.0,56.25,2019-02-27,London Academy
21,Stanfield Collison,54.0,53.12,2019-02-27,London Academy
22,Marianne Pietruszka,60.0,65.62,2019-02-27,London Academy
23,Carmel Rishworth,56.0,62.5,2019-02-27,London Academy
24,Jasper Moehle,55.0,50.0,2019-02-27,London Academy
25,Idaline Gadeaux,56.0,56.25,2019-02-27,London Academy
26,Adolph Andreia,56.0,71.88,2019-02-27,London Academy
27,Rhoda Drinkeld,40.0,62.5,2019-02-27,London Academy
28,Robbyn Shearmur,63.0,40.62,2019-02-27,London Academy
29,Corette Gislebert,54.0,71.88,2019-02-27,London Academy
30,Sampson Prettejohns,57.0,71.88,2019-02-27,London Academy
0,Ingelbert Clench,57.0,59.38,2019-06-27,Birmingham Academy
1,Olwen Nixon,34.0,53.12,2019-06-27,Birmingham Academy
2,Aguie Morrad,54.0,62.5,2019-06-27,Birmingham Academy
3,Alanah Matfin,52.0,78.12,2019-06-27,Birmingham Academy
4,Dodie Mcgowran,52.0,75.0,2019-06-27,Birmingham Academy
5,Rayshell Lince,48.0,46.88,2019-06-27,Birmingham Academy
6,Aurora Jimson,57.0,68.75,2019-06-27,Birmingham Academy
7,Zacharie Bann,57.0,59.38,2019-06-27,Birmingham Academy
8,Savina Phythien,65.0,62.5,2019-06-27,Birmingham Academy
9,Gerladina Gannon,49.0,68.75,2019-06-27,Birmingham Academy
10,Kacey Smurthwaite,66.0,56.25,2019-06-27,Birmingham Academy
11,Calv Silverman,48.0,81.25,2019-06-27,Birmingham Academy
12,Karney Tallboy,48.0,65.62,2019-06-27,Birmingham Academy
13,Titus Dechelle,48.0,43.75,2019-06-27,Birmingham Academy
14,Osbourne Witherdon,51.0,46.88,2019-06-27,Birmingham Academy
15,Robenia Landor,53.0,50.0,2019-06-27,Birmingham Academy
16,Barbette Sorton,58.0,46.88,2019-06-27,Birmingham Academy
17,Cari Bradlaugh,53.0,59.38,2019-06-27,Birmingham Academy
18,Teodoro Mcchesney,47.0,81.25,2019-06-27,Birmingham Academy
19,Burgess Orchart,49.0,75.0,2019-06-27,Birmingham Academy
20,Rockwell Gutteridge,54.0,65.62,2019-06-27,Birmingham Academy
21,Dunstan Teresse,49.0,71.88,2019-06-27,Birmingham Academy
22,Mischa Osgar,52.0,40.62,2019-06-27,Birmingham Academy
23,Dean Duchant,56.0,78.12,2019-06-27,Birmingham Academy
24,Derrek Scarce,56.0,56.25,2019-06-27,Birmingham Academy
25,Eimile Sanper,61.0,62.5,2019-06-27,Birmingham Academy
26,Dulsea Westfalen,69.0,68.75,2019-06-27,Birmingham Academy
27,Carly Assandri,62.0,71.88,2019-06-27,Birmingham Academy
28,Tremain Barosch,59.0,50.0,2019-06-27,Birmingham Academy
29,Belia Losseljong,52.0,75.0,2019-06-27,Birmingham Academy
30,Rosene Yearnsley,66.0,56.25,2019-06-27,Birmingham Academy
0,Franciskus Lethardy,55.0,62.5,2019-03-27,London Academy
1,Frankie Mabee,55.0,68.75,2019-03-27,London Academy
2,Ferdie Glyne,64.0,71.88,2019-03-27,London Academy
3,Thayne Sainsberry,49.0,68.75,2019-03-27,London Academy
4,Gasparo Overill,68.0,71.88,2019-03-27,London Academy
5,Darb Heinssen,61.0,59.38,2019-03-27,London Academy
6,Stephani Libby,55.0,53.12,2019-03-27,London Academy
7,Whitney Woodger,54.0,46.88,2019-03-27,London Academy
8,Clifford Hinks,48.0,53.12,2019-03-27,London Academy
9,Rozamond Wilton,50.0,59.38,2019-03-27,London Academy
10,Aubert Cawtheray,61.0,65.62,2019-03-27,London Academy
11,Elsa Hallgarth,57.0,71.88,2019-03-27,London Academy
12,Bernete Fidele,49.0,68.75,2019-03-27,London Academy
13,Web Segrave,54.0,75.0,2019-03-27,London Academy
14,Phylys Flory,65.0,59.38,2019-03-27,London Academy
15,Keeley Osburn,64.0,68.75,2019-03-27,London Academy
16,Charo Lorent,57.0,56.25,2019-03-27,London Academy
17,Stacey De Vuyst,64.0,81.25,2019-03-27,London Academy
18,Myrlene Olyfant,51.0,71.88,2019-03-27,London Academy
19,Rozele Zanicchelli,45.0,59.38,2019-03-27,London Academy
20,Lottie Janman,46.0,75.0,2019-03-27,London Academy
21,Regan Dyball,65.0,62.5,2019-03-27,London Academy
22,Cybil Mandrake,50.0,59.38,2019-03-27,London Academy
23,Rozanne Burhouse,56.0,65.62,2019-03-27,London Academy
24,Aurie Loble,49.0,71.88,2019-03-27,London Academy
25,Adelbert Verrick,60.0,75.0,2019-03-27,London Academy
0,Mechelle Larkworthy,43.0,62.5,2019-11-27,London Academy
1,Samantha Lanphere,48.0,43.75,2019-11-27,London Academy
2,Lindsey Anstey,50.0,71.88,2019-11-27,London Academy
3,Willabella Reddings,47.0,68.75,2019-11-27,London Academy
4,Mabel Wattins,61.0,68.75,2019-11-27,London Academy
5,Benton Cullen,54.0,53.12,2019-11-27,London Academy
6,Tadd Vallerine,55.0,37.5,2019-11-27,London Academy
7,Claudelle Vasnetsov,52.0,59.38,2019-11-27,London Academy
8,Kylie Dalmon,43.0,81.25,2019-11-27,London Academy
9,Konstanze Trynor,56.0,65.62,2019-11-27,London Academy
10,Will Cossum,49.0,75.0,2019-11-27,London Academy
11,Consuelo Pengelley,53.0,50.0,2019-11-27,London Academy
12,Koralle Bartocci,59.0,59.38,2019-11-27,London Academy
13,Elbert Nightingale,49.0,75.0,2019-11-27,London Academy
14,Bibbie Gosford,59.0,71.88,2019-11-27,London Academy
15,Priscella Akaster,46.0,53.12,2019-11-27,London Academy
16,Bil Pears,51.0,50.0,2019-11-27,London Academy
17,Patricio Dyter,62.0,68.75,2019-11-27,London Academy
18,Michele Bristowe,61.0,62.5,2019-11-27,London Academy
19,Rois Tames,46.0,68.75,2019-11-27,London Academy
20,Carrie Jacquemard,43.0,68.75,2019-11-27,London Academy
21,Jedd Inggall,65.0,75.0,2019-11-27,London Academy
22,Jeanelle Biesty,45.0,71.88,2019-11-27,London Academy
23,Amalea Harrell,54.0,53.12,2019-11-27,London Academy
24,Yale Lashley,40.0,78.12,2019-11-27,London Academy
25,Clementine Bradick,54.0,62.5,2019-11-27,London Academy
26,Woodman Pietrusiak,54.0,37.5,2019-11-27,London Academy
27,Ainsley Gogerty,66.0,59.38,2019-11-27,London Academy
28,Alastair Filipowicz,52.0,50.0,2019-11-27,London Academy
29,Brander Vicent,67.0,59.38,2019-11-27,London Academy
30,Geneva Beldon,50.0,53.12,2019-11-27,London Academy
31,Adams Lux,55.0,62.5,2019-11-27,London Academy
32,Cesare Baylay,65.0,65.62,2019-11-27,London Academy
33,Rosmunda Brimicombe,63.0,75.0,2019-11-27,London Academy
34,Tatum Jeannet,69.0,62.5,2019-11-27,London Academy
35,Stephannie Tichner,41.0,75.0,2019-11-27,London Academy
36,Darill Drane,61.0,56.25,2019-11-27,London Academy
37,Sollie Spindler,59.0,71.88,2019-11-27,London Academy
0,Sydel Fenne,61.0,59.38,2019-08-28,London Academy
1,Fonz Aveline,57.0,43.75,2019-08-28,London Academy
2,Edgar Annesley,57.0,53.12,2019-08-28,London Academy
3,Moise Zealey,57.0,40.62,2019-08-28,London Academy
4,Roberta Faulo,32.0,65.62,2019-08-28,London Academy
5,Quinta Cowdray,65.0,68.75,2019-08-28,London Academy
6,Vicki Quarterman,46.0,65.62,2019-08-28,London Academy
7,Fayre Held,48.0,65.62,2019-08-28,London Academy
8,Fanni Polhill,52.0,56.25,2019-08-28,London Academy
9,Alicia Hruska,51.0,46.88,2019-08-28,London Academy
10,Claudio O'Heneghan,38.0,59.38,2019-08-28,London Academy
11,Berky Bailey,51.0,68.75,2019-08-28,London Academy
12,Harriett Saffin,58.0,50.0,2019-08-28,London Academy
13,Pooh Christy,60.0,81.25,2019-08-28,London Academy
14,Allina Grelka,55.0,56.25,2019-08-28,London Academy
15,Rozalin Summerscales,64.0,81.25,2019-08-28,London Academy
16,Carce Capel,58.0,62.5,2019-08-28,London Academy
17,Correy Clemont,51.0,46.88,2019-08-28,London Academy
18,Britt Summergill,52.0,78.12,2019-08-28,London Academy
19,Kingsley Hardaker,55.0,46.88,2019-08-28,London Academy
20,Selia Annell,33.0,59.38,2019-08-28,London Academy
21,Sharity Hawkswell,43.0,75.0,2019-08-28,London Academy
22,Parnell Weddup,48.0,71.88,2019-08-28,London Academy
23,Johannah Holwell,47.0,78.12,2019-08-28,London Academy
24,Bo Fargie,56.0,59.38,2019-08-28,London Academy
25,Pauly Gillbee,51.0,62.5,2019-08-28,London Academy
26,Saundra Fuzzens,57.0,56.25,2019-08-28,London Academy
27,Courtney Wenman,54.0,46.88,2019-08-28,London Academy
0,Vachel Mc Meekin,54.0,62.5,2019-02-28,Birmingham Academy
1,Ian Giorgietto,53.0,71.88,2019-02-28,Birmingham Academy
2,Arlana Cowl,45.0,68.75,2019-02-28,Birmingham Academy
3,Elane Trollope,45.0,78.12,2019-02-28,Birmingham Academy
4,Herb Gilardi,48.0,59.38,2019-02-28,Birmingham Academy
5,Irwin Scourge,38.0,75.0,2019-02-28,Birmingham Academy
6,Crosby Eliasson,67.0,71.88,2019-02-28,Birmingham Academy
7,Kimberley Mcgeouch,64.0,56.25,2019-02-28,Birmingham Academy
8,Gaspard Dunn,59.0,65.62,2019-02-28,Birmingham Academy
9,Rici Willingale,57.0,78.12,2019-02-28,Birmingham Academy
10,Auguste Armstead,55.0,53.12,2019-02-28,Birmingham Academy
11,Kerby Tranfield,61.0,68.75,2019-02-28,Birmingham Academy
12,Jeromy Gauntley,72.0,68.75,2019-02-28,Birmingham Academy
13,Jacob Esley,62.0,68.75,2019-02-28,Birmingham Academy
14,Katleen Siddon,50.0,50.0,2019-02-28,Birmingham Academy
15,Rosmunda Dionisetti,54.0,75.0,2019-02-28,Birmingham Academy
16,Lula Titley,47.0,56.25,2019-02-28,Birmingham Academy
17,Elinore Bevis,51.0,75.0,2019-02-28,Birmingham Academy
18,Rae Dallaghan,49.0,65.62,2019-02-28,Birmingham Academy
19,Casar Broseman,64.0,71.88,2019-02-28,Birmingham Academy
20,Thorpe Pettett,50.0,56.25,2019-02-28,Birmingham Academy
21,Adiana Almey,58.0,65.62,2019-02-28,Birmingham Academy
22,Jdavie Bools,49.0,75.0,2019-02-28,Birmingham Academy
23,Almire Dwyer,48.0,65.62,2019-02-28,Birmingham Academy
24,Alick Padkin,57.0,81.25,2019-02-28,Birmingham Academy
25,Edgardo Hemphall,50.0,53.12,2019-02-28,Birmingham Academy
0,Thomasa Marlor,43.0,68.75,2019-03-28,Birmingham Academy
1,Cordey Rigardeau,62.0,65.62,2019-03-28,Birmingham Academy
2,Romeo Roache,57.0,71.88,2019-03-28,Birmingham Academy
3,Bunni Locard,54.0,56.25,2019-03-28,Birmingham Academy
4,Alan Heald,59.0,65.62,2019-03-28,Birmingham Academy
5,Roze Somerbell,62.0,75.0,2019-03-28,Birmingham Academy
6,Ezequiel Gutch,52.0,59.38,2019-03-28,Birmingham Academy
7,Chancey Morey,51.0,68.75,2019-03-28,Birmingham Academy
8,Leonhard Filkin,57.0,65.62,2019-03-28,Birmingham Academy
9,Nada Niese,58.0,53.12,2019-03-28,Birmingham Academy
10,Isahella Haddleston,54.0,81.25,2019-03-28,Birmingham Academy
11,Merry Walkowski,49.0,53.12,2019-03-28,Birmingham Academy
12,Ernie Proschek,62.0,78.12,2019-03-28,Birmingham Academy
13,Opal Mackinder,55.0,37.5,2019-03-28,Birmingham Academy
14,Aleece Addicott,60.0,56.25,2019-03-28,Birmingham Academy
